Insit.Punc	Insit.Pcol	Test.Punc	Test.Pcol	RTest.Punc	RTest.Pcol	RTest.rateUnc	RTest.rateCol	Out.acquire	Out.clear	LABX.base	LABX.time	LABX.dens	LABX.freq	LABX.colabx	LABX.susabx	LABX.susever	LABX.clr	LABX.clrAbx	LABX.clrEver	Abx.rateUnc	Abx.rateCol	LogLike
0.8613103882	0.1386896118	0.0000000000	0.8441145185	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010523142	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0027709330	1.0000000000	1.0000000000	1.0000000000	0.0503689853	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12089.7
0.0900859641	0.9099140359	0.0000000000	0.8299139962	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0013027241	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0022655824	1.0000000000	1.0000000000	1.0000000000	0.0398397424	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12144.4
0.7484129795	0.2515870205	0.0000000000	0.8267841030	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011132541	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0029129171	1.0000000000	1.0000000000	1.0000000000	0.0418187498	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12112.9
0.0005606960	0.9994393040	0.0000000000	0.7680167791	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011132541	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0019563664	1.0000000000	1.0000000000	1.0000000000	0.0452850261	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12164.7
0.3389952921	0.6610047079	0.0000000000	0.7650530517	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010400790	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0025014100	1.0000000000	1.0000000000	1.0000000000	0.0326776117	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12112.9
0.2542330396	0.7457669604	0.0000000000	0.7452977871	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011282085	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0032280477	1.0000000000	1.0000000000	1.0000000000	0.0275821433	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12147.3
0.9999995939	0.0000004061	0.0000000000	0.7969209600	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010891353	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0027727930	1.0000000000	1.0000000000	1.0000000000	0.0274075494	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12158.2
0.1273875779	0.8726124221	0.0000000000	0.8016194315	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010891353	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0024152812	1.0000000000	1.0000000000	1.0000000000	0.0286830612	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12109.4
0.1149897598	0.8850102402	0.0000000000	0.8440602225	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010891353	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0040094182	1.0000000000	1.0000000000	1.0000000000	0.0346474164	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12103.8
0.0239732328	0.9760267672	0.0000000000	0.8103709757	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011350887	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0061215884	1.0000000000	1.0000000000	1.0000000000	0.0444929911	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12130.3
0.3184268577	0.6815731423	0.0000000000	0.8148884837	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0009713475	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0050659924	1.0000000000	1.0000000000	1.0000000000	0.0288929532	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12126.5
0.3403964316	0.6596035684	0.0000000000	0.8234173435	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010628616	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0058160403	1.0000000000	1.0000000000	1.0000000000	0.0235005209	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12118.8
0.0038224085	0.9961775915	0.0000000000	0.8087083606	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010628616	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0048512585	1.0000000000	1.0000000000	1.0000000000	0.0322161504	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12112.4
0.9795211119	0.0204788881	0.0000000000	0.8095569379	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011190318	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0036191817	1.0000000000	1.0000000000	1.0000000000	0.0179434991	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12074.3
0.7457807657	0.2542192343	0.0000000000	0.8461179645	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011179819	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0029884387	1.0000000000	1.0000000000	1.0000000000	0.0168028249	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12074.4
0.0115396924	0.9884603076	0.0000000000	0.8690816397	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011212346	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0025326238	1.0000000000	1.0000000000	1.0000000000	0.0232858879	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12070
0.9969586409	0.0030413591	0.0000000000	0.8500560585	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011212346	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0025469269	1.0000000000	1.0000000000	1.0000000000	0.0174813116	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12068.1
0.0032243279	0.9967756721	0.0000000000	0.8298782330	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011212346	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0028949289	1.0000000000	1.0000000000	1.0000000000	0.0261228661	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12070.9
0.7960779213	0.2039220787	0.0000000000	0.8252647126	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0012168004	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0026569845	1.0000000000	1.0000000000	1.0000000000	0.0200727688	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12073.3
0.9711592925	0.0288407075	0.0000000000	0.8496075422	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0009323404	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0046972046	1.0000000000	1.0000000000	1.0000000000	0.0176609096	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12092.6
0.8773450293	0.1226549707	0.0000000000	0.8963089892	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010570855	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0068722756	1.0000000000	1.0000000000	1.0000000000	0.0171309085	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12076.2
0.9872871443	0.0127128557	0.0000000000	0.8906177829	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010570855	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0050610732	1.0000000000	1.0000000000	1.0000000000	0.0167803536	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12031.8
0.0923766017	0.9076233983	0.0000000000	0.9097180673	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0009297510	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0040015966	1.0000000000	1.0000000000	1.0000000000	0.0172120451	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12026.6
0.6184713843	0.3815286157	0.0000000000	0.8984665108	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010550913	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0079707386	1.0000000000	1.0000000000	1.0000000000	0.0143441302	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12042.1
0.9596429308	0.0403570692	0.0000000000	0.8593117725	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010550913	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0129847739	1.0000000000	1.0000000000	1.0000000000	0.0147973760	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12025.3
0.4683288635	0.5316711365	0.0000000000	0.8339016206	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010550913	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0085118733	1.0000000000	1.0000000000	1.0000000000	0.0169650627	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12082.3
0.3260907341	0.6739092659	0.0000000000	0.8380577181	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011374067	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0060095009	1.0000000000	1.0000000000	1.0000000000	0.0213662726	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12059.9
0.2750041470	0.7249958530	0.0000000000	0.7655293526	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011374067	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0068916356	1.0000000000	1.0000000000	1.0000000000	0.0174076028	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12097.6
0.1148783665	0.8851216335	0.0000000000	0.8363925059	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010306441	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0109130941	1.0000000000	1.0000000000	1.0000000000	0.0271066191	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12102.2
0.9989319394	0.0010680606	0.0000000000	0.8454232821	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010306441	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0088749415	1.0000000000	1.0000000000	1.0000000000	0.0208283623	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12051.7
0.0885107829	0.9114892171	0.0000000000	0.9154781714	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010967713	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0079587475	1.0000000000	1.0000000000	1.0000000000	0.0219471400	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12008.3
0.9413106299	0.0586893701	0.0000000000	0.8828380203	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010952874	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0090805219	1.0000000000	1.0000000000	1.0000000000	0.0190686478	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12064.2
0.8040381749	0.1959618251	0.0000000000	0.8036990374	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011442014	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0066548679	1.0000000000	1.0000000000	1.0000000000	0.0146471960	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12097.8
0.1043331615	0.8956668385	0.0000000000	0.7772311363	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011442014	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0089702826	1.0000000000	1.0000000000	1.0000000000	0.0167632880	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12159.2
0.8777716904	0.1222283096	0.0000000000	0.7761731052	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011442014	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0061079999	1.0000000000	1.0000000000	1.0000000000	0.0169001490	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12172.7
0.6879116668	0.3120883332	0.0000000000	0.7770227712	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0012715689	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0066756170	1.0000000000	1.0000000000	1.0000000000	0.0129342201	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12156.3
0.0638315555	0.9361684445	0.0000000000	0.7869816334	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010627863	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0072958796	1.0000000000	1.0000000000	1.0000000000	0.0154531048	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12130.5
0.0243771617	0.9756228383	0.0000000000	0.8455582000	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0012362853	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0071349985	1.0000000000	1.0000000000	1.0000000000	0.0183867388	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12082.1
0.9604951361	0.0395048639	0.0000000000	0.8235898393	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0012597904	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0065424145	1.0000000000	1.0000000000	1.0000000000	0.0125802844	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12089.3
0.9918175378	0.0081824622	0.0000000000	0.7690506886	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0009678364	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0042440117	1.0000000000	1.0000000000	1.0000000000	0.0115121902	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12105.1
0.0157310586	0.9842689414	0.0000000000	0.8021274424	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0009678364	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0032933418	1.0000000000	1.0000000000	1.0000000000	0.0132837187	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12133.4
0.3798826646	0.6201173354	0.0000000000	0.8019485350	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0009678364	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0039874884	1.0000000000	1.0000000000	1.0000000000	0.0136394413	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12097.3
0.9845725143	0.0154274857	0.0000000000	0.8158428769	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0010783614	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0040618952	1.0000000000	1.0000000000	1.0000000000	0.0155097894	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12106.7
0.0028209570	0.9971790430	0.0000000000	0.8619396625	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011795581	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0037559648	1.0000000000	1.0000000000	1.0000000000	0.0186074876	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12090.7
0.7290420509	0.2709579491	0.0000000000	0.8502101028	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011297025	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0030062786	1.0000000000	1.0000000000	1.0000000000	0.0287436517	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12090.4
0.0016405351	0.9983594649	0.0000000000	0.8608803858	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011041355	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0034686264	1.0000000000	1.0000000000	1.0000000000	0.0295076738	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12102.3
0.0004999276	0.9995000724	0.0000000000	0.8742452541	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011041355	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0022953754	1.0000000000	1.0000000000	1.0000000000	0.0267114585	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12093.3
0.0520791777	0.9479208223	0.0000000000	0.8607480260	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011162816	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0031045597	1.0000000000	1.0000000000	1.0000000000	0.0215207448	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12116.8
0.0330435564	0.9669564436	0.0000000000	0.8112895334	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0011654943	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0042175874	1.0000000000	1.0000000000	1.0000000000	0.0211760770	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12093
0.0043073629	0.9956926371	0.0000000000	0.8349272582	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0009704358	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0054664710	1.0000000000	1.0000000000	1.0000000000	0.0298340688	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12084.1
0.1505052392	0.8494947608	0.0000000000	0.8468502517	0.5000000000	0.5000000000	1.0000000000	1.0000000000	0.0009291286	0.0100000000	0.0000000000	1.0000000000	0.0000000000	0.0076860656	1.0000000000	1.0000000000	1.0000000000	0.0260358432	1.0000000000	1.0000000000	1.0000000000	1.0000000000	-12092.8
